metatranscriptomics_name	kraken2_taxonomy
k141_123909	Pseudomonas fragi (taxid 296)
k141_218533	Pluralibacter gergoviae (taxid 61647)
k141_143197	Pseudomonas putida (taxid 303)
k141_67587	Pseudomonas fluorescens R124 (taxid 743713)
k141_237491	Lactobacillus crispatus (taxid 47770)
k141_256653	Bacteria (taxid 2)
k141_30056	Moritella sp. 5 (taxid 2746231)
k141_105644	Pluralibacter gergoviae (taxid 61647)
k141_30057	Delftia lacustris (taxid 558537)
k141_218538	Staphylococcus aureus (taxid 1280)
k141_48396	Achromobacter deleyi (taxid 1353891)
k141_256654	Pluralibacter gergoviae (taxid 61647)
k141_162442	Lactobacillus mucosae LM1 (taxid 1130798)
k141_143210	Pluralibacter gergoviae (taxid 61647)
k141_30060	Moritella sp. 5 (taxid 2746231)
k141_10273	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_199575	Enterobacteriaceae (taxid 543)
k141_237499	Pseudomonas aeruginosa PA96 (taxid 1457392)
k141_105650	Pseudomonas protegens (taxid 380021)
k141_218542	Pseudomonas putida (taxid 303)
k141_180358	Pseudomonas putida H8234 (taxid 1331671)
k141_218543	Serratia marcescens (taxid 615)
k141_10275	Pseudomonas sp. S34 (taxid 1573718)
k141_86403	Dietzia sp. oral taxon 368 (taxid 712270)
k141_199579	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_30061	Pseudomonas mendocina (taxid 300)
k141_143215	Phreatobacter cathodiphilus (taxid 1868589)
k141_67596	Pseudomonas (taxid 286)
k141_86405	Pseudomonas putida (taxid 303)
k141_218547	Phreatobacter stygius (taxid 1940610)
k141_237505	Aeromicrobium chenweiae (taxid 2079793)
k141_10276	Serratia marcescens (taxid 615)
k141_123919	Enterobacter (taxid 547)
k141_256669	Pseudomonas protegens Cab57 (taxid 1420599)
k141_162451	Acinetobacter baumannii (taxid 470)
k141_218549	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_162452	Latilactobacillus sakei (taxid 1599)
k141_30064	Pseudomonas fragi (taxid 296)
k141_143222	Pluralibacter gergoviae (taxid 61647)
k141_48401	Pseudomonas fragi (taxid 296)
k141_105666	Pseudomonas fragi (taxid 296)
k141_256674	Fusobacterium sp. NSJ-57 (taxid 2764326)
k141_67608	Weissella confusa (taxid 1583)
k141_123921	Achromobacter xylosoxidans (taxid 85698)
k141_30067	Enterobacteriaceae (taxid 543)
k141_256675	Hydrogenophaga sp. PAMC20947 (taxid 2565558)
k141_199592	Pseudomonas psychrophila (taxid 122355)
k141_86413	Pseudomonas sp. St316 (taxid 2678257)
k141_199593	Vibrio taketomensis (taxid 2572923)
k141_10288	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_123922	Hyphomicrobiales (taxid 356)
k141_143228	Carnobacterium divergens (taxid 2748)
k141_180369	Limosilactobacillus mucosae (taxid 97478)
k141_143229	Serratia marcescens (taxid 615)
k141_86419	Cupriavidus taiwanensis (taxid 164546)
k141_237524	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_30077	Photobacterium profundum SS9 (taxid 298386)
k141_218569	Pseudomonas fragi (taxid 296)
k141_105676	Achromobacter xylosoxidans (taxid 85698)
k141_123925	Serratia marcescens (taxid 615)
k141_48412	Bacterioplanes sanyensis (taxid 1249553)
k141_199600	Pseudomonas fragi (taxid 296)
k141_237525	Acinetobacter bereziniae (taxid 106648)
k141_48414	Phreatobacter sp. NMCR1094 (taxid 2570229)
k141_30079	Acinetobacter piscicola (taxid 2006115)
k141_123926	Pseudomonas fragi (taxid 296)
k141_67624	Pluralibacter gergoviae (taxid 61647)
k141_48415	Pseudomonas fragi (taxid 296)
k141_143232	Achromobacter xylosoxidans A8 (taxid 762376)
k141_237526	Paraburkholderia fungorum (taxid 134537)
k141_218575	Achromobacter xylosoxidans (taxid 85698)
k141_256687	Klebsiella pneumoniae (taxid 573)
k141_48417	Serratia ureilytica (taxid 300181)
k141_67627	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_143234	Vibrio jasicida 090810c (taxid 1280002)
k141_86430	Enterobacteriaceae (taxid 543)
k141_180381	Pseudomonas migulae (taxid 78543)
k141_10292	Pseudomonas lundensis (taxid 86185)
k141_256690	Pseudomonas sp. 14181154 (taxid 2662033)
k141_123930	Pseudomonas azotoformans (taxid 47878)
k141_67629	Hydrogenophaga sp. PAMC20947 (taxid 2565558)
k141_30091	unclassified Variovorax (taxid 663243)
k141_162453	Pseudomonas lundensis (taxid 86185)
k141_143240	Pseudomonas fragi (taxid 296)
k141_48424	Pseudomonas stutzeri (taxid 316)
k141_10294	Ralstonia pickettii 12J (taxid 402626)
k141_105685	Pseudomonas putida H8234 (taxid 1331671)
k141_67630	Pseudomonas mendocina (taxid 300)
k141_30096	Serratia marcescens SM39 (taxid 1334564)
k141_199619	Pseudomonas protegens (taxid 380021)
k141_10295	Pseudomonas fragi (taxid 296)
k141_143242	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_86436	unclassified Nocardioides (taxid 2615069)
k141_162456	Achromobacter deleyi (taxid 1353891)
k141_237545	Achromobacter xylosoxidans (taxid 85698)
k141_199621	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_105686	Streptococcus equinus (taxid 1335)
k141_143244	Paraburkholderia fungorum (taxid 134537)
k141_123938	Acinetobacter bouvetii (taxid 202951)
k141_67636	Pseudomonas protegens Cab57 (taxid 1420599)
k141_30099	Lactobacillus fermentum 3872 (taxid 1381124)
k141_86440	Eubacteriales (taxid 186802)
k141_162458	Bacillus cereus group (taxid 86661)
k141_199622	Streptomyces sp. Z022 (taxid 1442032)
k141_30101	Alicyclobacillus sp. SO9 (taxid 2665646)
k141_199624	Paraburkholderia fungorum (taxid 134537)
k141_218603	Achromobacter deleyi (taxid 1353891)
k141_10296	Levilactobacillus brevis (taxid 1580)
k141_237552	Pseudomonas fragi (taxid 296)
k141_67641	Clostridium perfringens (taxid 1502)
k141_180392	Pluralibacter gergoviae (taxid 61647)
k141_105694	Pluralibacter gergoviae (taxid 61647)
k141_123948	Brevundimonas vancanneytii (taxid 1325724)
k141_162465	Cupriavidus necator (taxid 106590)
k141_30105	Pseudomonas fragi (taxid 296)
k141_10300	Pseudomonas sp. TUM18999 (taxid 2725477)
k141_180393	Pseudomonas fluorescens NCIMB 11764 (taxid 1221522)
k141_123949	Pseudomonas fragi (taxid 296)
k141_237558	Neobacillus thermocopriae (taxid 1215031)
k141_218613	Pseudomonas protegens (taxid 380021)
k141_48445	Stenotrophomonas sp. CW117 (taxid 2775920)
k141_105699	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_162469	Pluralibacter gergoviae (taxid 61647)
k141_123950	Pseudomonas fragi (taxid 296)
k141_86447	Dietzia psychralcaliphila (taxid 139021)
k141_143263	Pseudomonas fragi (taxid 296)
k141_199638	Pseudomonas psychrophila (taxid 122355)
k141_10301	Pseudomonas azotoformans (taxid 47878)
k141_105702	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_162474	Phreatobacter stygius (taxid 1940610)
k141_180403	Vibrio ziniensis (taxid 2711221)
k141_123955	Variovorax sp. PBL-E5 (taxid 434014)
k141_67656	Pseudomonas psychrophila (taxid 122355)
k141_86450	Pseudomonas protegens (taxid 380021)
k141_218615	Pseudomonas chlororaphis (taxid 587753)
k141_30121	Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012 (taxid 1423823)
k141_105705	Pseudomonas sp. Ost2 (taxid 2678260)
k141_48454	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_218619	Thermus thermophilus (taxid 274)
k141_162481	Acinetobacter radioresistens (taxid 40216)
k141_143271	Ligilactobacillus salivarius (taxid 1624)
k141_123962	Serratia marcescens (taxid 615)
k141_48457	Achromobacter deleyi (taxid 1353891)
k141_105710	Achromobacter xylosoxidans (taxid 85698)
k141_86455	Photobacterium damselae (taxid 38293)
k141_67658	Enterobacteriaceae (taxid 543)
k141_237560	Dietzia psychralcaliphila (taxid 139021)
k141_10302	Pseudomonas sp. Seg1 (taxid 2678259)
k141_180418	Leuconostoc citreum (taxid 33964)
k141_143274	Pseudomonas fragi (taxid 296)
k141_48461	Enterobacteriaceae (taxid 543)
k141_67659	Enterobacter cloacae complex (taxid 354276)
k141_86460	Serratia ureilytica (taxid 300181)
k141_256698	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_180420	Phreatobacter stygius (taxid 1940610)
k141_218628	Pseudomonas sp. Lz4W (taxid 1206777)
k141_237564	Achromobacter xylosoxidans NH44784-1996 (taxid 1167634)
k141_123975	Ligilactobacillus salivarius (taxid 1624)
k141_256701	Serratia marcescens (taxid 615)
k141_86464	Paraburkholderia phytofirmans PsJN (taxid 398527)
k141_237565	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_162494	Chryseoglobus indicus (taxid 2750620)
k141_218633	Ramlibacter tataouinensis TTB310 (taxid 365046)
k141_10308	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_256703	Bradyrhizobium guangzhouense (taxid 1325095)
k141_162496	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_218636	unclassified Vibrio (taxid 2614977)
k141_48467	Pluralibacter gergoviae (taxid 61647)
k141_67667	Aeromicrobium erythreum (taxid 2041)
k141_162497	Lactobacillus mucosae LM1 (taxid 1130798)
k141_199644	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_105716	Limnohabitans sp. 63ED37-2 (taxid 1678128)
k141_48470	Paraburkholderia fungorum (taxid 134537)
k141_86476	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_199649	Pseudoalteromonas ulvae UL12 (taxid 1315306)
k141_180431	Enterobacteriaceae (taxid 543)
k141_10317	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_143295	Lactobacillus amylovorus GRL1118 (taxid 695562)
k141_48473	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_237580	Pluralibacter gergoviae (taxid 61647)
k141_218647	Pseudomonas protegens Cab57 (taxid 1420599)
k141_123994	Clostridium baratii str. Sullivan (taxid 1415775)
k141_256715	Enterobacteriaceae (taxid 543)
k141_143296	Streptomyces sp. PBH53 (taxid 1577075)
k141_67669	Pluralibacter gergoviae (taxid 61647)
k141_10325	Pseudomonas protegens Cab57 (taxid 1420599)
k141_218649	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_105723	Enterobacteriaceae (taxid 543)
k141_123999	Enterobacteriaceae (taxid 543)
k141_256719	Rhodoferax sediminis (taxid 2509614)
k141_30123	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_143306	Pseudomonas fragi (taxid 296)
k141_199665	Ralstonia pickettii (taxid 329)
k141_237595	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_218653	Vibrio (taxid 662)
k141_67671	Rhodoferax sp. BAB1 (taxid 2741720)
k141_124000	Streptococcus equinus (taxid 1335)
k141_48486	Hydrogenophaga sp. BA0156 (taxid 2716225)
k141_162519	Achromobacter xylosoxidans (taxid 85698)
k141_180433	Pseudomonas sp. ABC1 (taxid 2748080)
k141_10335	Streptococcus equinus (taxid 1335)
k141_218654	Pseudomonas protegens (taxid 380021)
k141_124001	Leuconostoc citreum (taxid 33964)
k141_67675	Pseudomonas putida H8234 (taxid 1331671)
k141_48488	Pseudomonas fragi (taxid 296)
k141_105730	Pluralibacter gergoviae (taxid 61647)
k141_30129	Acinetobacter defluvii (taxid 1871111)
k141_124002	unclassified Dietzia (taxid 2617939)
k141_180440	Delftia acidovorans (taxid 80866)
k141_86490	Pseudomonas fragi (taxid 296)
k141_218663	Pseudomonas sp. S09G 359 (taxid 2054919)
k141_256729	Streptococcus equinus (taxid 1335)
k141_48489	Enterobacteriaceae (taxid 543)
k141_199680	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_180442	Thermotoga sp. RQ2 (taxid 126740)
k141_218665	Pseudomonas protegens (taxid 380021)
k141_10342	Limosilactobacillus fermentum (taxid 1613)
k141_30135	Shewanella sp. SNU WT4 (taxid 2590015)
k141_256731	Pseudomonas psychrophila (taxid 122355)
k141_162524	Achromobacter xylosoxidans A8 (taxid 762376)
k141_124004	Lactobacillus salivarius UCC118 (taxid 362948)
k141_105737	Pseudomonas putida DOT-T1E (taxid 1196325)
k141_199682	Enterobacteriaceae (taxid 543)
k141_237615	Vibrio rotiferianus (taxid 190895)
k141_124005	Streptococcus equinus (taxid 1335)
k141_199683	Carnobacterium divergens (taxid 2748)
k141_67691	unclassified Pseudomonas (taxid 196821)
k141_180443	Pseudomonas fragi (taxid 296)
k141_86496	unclassified Microbacterium (taxid 2609290)
k141_105742	Pseudomonas fluorescens WH6 (taxid 746360)
k141_162527	Pseudomonas alcaliphila JAB1 (taxid 741155)
k141_105744	Pseudomonas putida (taxid 303)
k141_162528	Lactobacillus amylovorus (taxid 1604)
k141_237624	Pseudomonas psychrophila (taxid 122355)
k141_86497	Pseudomonas fragi (taxid 296)
k141_143312	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_30142	Vibrio diabolicus (taxid 50719)
k141_67697	Achromobacter deleyi (taxid 1353891)
k141_124014	Achromobacter deleyi (taxid 1353891)
k141_180449	Pseudomonas protegens (taxid 380021)
k141_199685	Pseudomonas sp. LBUM920 (taxid 2126069)
k141_218669	Escherichia coli (taxid 562)
k141_86500	Enterobacteriaceae (taxid 543)
k141_30144	Vibrio coralliilyticus OCN008 (taxid 1384040)
k141_256745	Pseudomonas sp. 02C 26 (taxid 2054914)
k141_162531	Acinetobacter piscicola (taxid 2006115)
k141_86502	Lactobacillus mucosae LM1 (taxid 1130798)
k141_199686	Pseudomonas fragi (taxid 296)
k141_48495	Pseudomonas lundensis (taxid 86185)
k141_105752	Limosilactobacillus mucosae (taxid 97478)
k141_124017	Pseudomonas azotoformans (taxid 47878)
k141_218675	Pseudomonas fragi (taxid 296)
k141_256749	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_30148	unclassified Hydrogenophaga (taxid 2610897)
k141_237634	Pseudomonas putida B6-2 (taxid 1081940)
k141_180460	Paraburkholderia fungorum (taxid 134537)
k141_256751	Pseudomonas (taxid 286)
k141_124019	Pluralibacter gergoviae (taxid 61647)
k141_86507	Nocardioides sambongensis (taxid 2589074)
k141_162535	Pseudomonas protegens (taxid 380021)
k141_143327	Pseudomonas putida H8234 (taxid 1331671)
k141_105754	Pluralibacter gergoviae (taxid 61647)
k141_199690	Serratia marcescens (taxid 615)
k141_143330	Erwiniaceae (taxid 1903409)
k141_199692	Limosilactobacillus frumenti (taxid 104955)
k141_67717	Pseudomonas fluorescens WH6 (taxid 746360)
k141_237639	Lactobacillus crispatus ST1 (taxid 748671)
k141_256759	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_218691	Pseudomonas putida S12 (taxid 1215087)
k141_86512	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_124027	Hydrogenophaga sp. NH-16 (taxid 2184519)
k141_30159	Shewanella (taxid 22)
k141_199697	Paraburkholderia fungorum (taxid 134537)
k141_86513	Vibrio aquimaris (taxid 2587862)
k141_143339	Actinomycetia (taxid 1760)
k141_256763	Achromobacter deleyi (taxid 1353891)
k141_30161	unclassified Pseudomonas (taxid 196821)
k141_105755	Pseudomonas fragi (taxid 296)
k141_124034	Microbacterium sp. 1S1 (taxid 2606451)
k141_237646	Stenotrophomonas maltophilia (taxid 40324)
k141_143340	Serratia marcescens (taxid 615)
k141_67726	Pseudomonas sp. RC3H12 (taxid 2834406)
k141_218699	Enterobacteriaceae (taxid 543)
k141_30165	Pseudomonas protegens (taxid 380021)
k141_237647	Limosilactobacillus fermentum (taxid 1613)
k141_199702	Pseudomonas putida B6-2 (taxid 1081940)
k141_105760	Pseudomonas putida (taxid 303)
k141_86523	Lacticaseibacillus manihotivorans (taxid 88233)
k141_256772	Pseudoxanthomonas suwonensis 11-1 (taxid 743721)
k141_162557	Acidovorax carolinensis (taxid 553814)
k141_199703	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_218709	Serratia ureilytica (taxid 300181)
k141_86525	Serratia marcescens (taxid 615)
k141_143346	Pseudomonas sp. DG56-2 (taxid 2320270)
k141_67738	Pseudomonas protegens (taxid 380021)
k141_162562	Pseudomonas fragi (taxid 296)
k141_124044	Achromobacter denitrificans (taxid 32002)
k141_256773	Pseudomonas lundensis (taxid 86185)
k141_30177	Achromobacter pestifer (taxid 1353889)
k141_218711	Phreatobacter cathodiphilus (taxid 1868589)
k141_86530	Pseudomonas putida (taxid 303)
k141_199704	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_124046	Pseudomonas putida (taxid 303)
k141_143347	Lactiplantibacillus plantarum (taxid 1590)
k141_86531	Pseudomonas putida F1 (taxid 351746)
k141_256776	Achromobacter deleyi (taxid 1353891)
k141_124047	Serratia (taxid 613)
k141_105773	Pseudomonas fluorescens (taxid 294)
k141_162567	Lactobacillus helveticus (taxid 1587)
k141_67743	Keratinibaculum paraultunense (taxid 1278232)
k141_30178	Lactobacillus salivarius str. Ren (taxid 1194971)
k141_218720	Pseudomonas fragi (taxid 296)
k141_162570	Pseudomonas putida (taxid 303)
k141_199712	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_256781	Vibrio (taxid 662)
k141_86534	Pluralibacter gergoviae (taxid 61647)
k141_180471	Pseudomonas lundensis (taxid 86185)
k141_10346	Pseudomonas lundensis (taxid 86185)
k141_162573	Streptomyces tirandamycinicus (taxid 2174846)
k141_143358	Vibrio scophthalmi (taxid 45658)
k141_86538	Vibrio (taxid 662)
k141_30186	Pseudomonas orientalis (taxid 76758)
k141_105789	Paraburkholderia fungorum (taxid 134537)
k141_199713	Pseudomonas lundensis (taxid 86185)
k141_124048	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_105790	Pseudomonas azotoformans (taxid 47878)
k141_124049	Achromobacter xylosoxidans (taxid 85698)
k141_218732	Pseudomonas putida DOT-T1E (taxid 1196325)
k141_143364	Bradyrhizobium genosp. B (taxid 83627)
k141_218733	Pseudomonas sp. LAB-08 (taxid 143813)
k141_180472	Photobacterium damselae (taxid 38293)
k141_256794	Clostridium isatidis (taxid 182773)
k141_105791	Pseudomonas chlororaphis (taxid 587753)
k141_124051	Actinomycetia (taxid 1760)
k141_143367	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_162576	Achromobacter xylosoxidans A8 (taxid 762376)
k141_10349	Lactobacillus mucosae LM1 (taxid 1130798)
k141_237670	Pseudomonas lundensis (taxid 86185)
k141_199719	Serratia (taxid 613)
k141_218737	Pseudomonas mendocina (taxid 300)
k141_10350	Leptolyngbya sp. NIES-3755 (taxid 1752064)
k141_30196	Pseudomonas sp. ADAK13 (taxid 2730847)
k141_162577	Streptomyces globosus (taxid 68209)
k141_256801	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_48500	Lactobacillus johnsonii FI9785 (taxid 633699)
k141_180479	Pluralibacter gergoviae (taxid 61647)
k141_67747	Dietzia sp. oral taxon 368 (taxid 712270)
k141_162579	Pluralibacter gergoviae (taxid 61647)
k141_124054	Pseudomonas putida (taxid 303)
k141_199722	Pseudomonas fragi (taxid 296)
k141_218744	Pseudomonas protegens Cab57 (taxid 1420599)
k141_237676	Paraburkholderia terricola (taxid 169427)
k141_256804	Proteobacteria (taxid 1224)
k141_10356	Gluconacetobacter diazotrophicus PA1 5 (taxid 272568)
k141_124055	Ralstonia pickettii 12J (taxid 402626)
k141_143376	Ralstonia pickettii 12J (taxid 402626)
k141_48501	Lactobacillus helveticus (taxid 1587)
k141_105792	Escherichia coli (taxid 562)
k141_199724	Enterobacteriaceae (taxid 543)
k141_162582	Vibrio sp. B1FLJ16 (taxid 2751178)
k141_180482	Pseudomonas alkylphenolica (taxid 237609)
k141_30204	Pluralibacter gergoviae (taxid 61647)
k141_86563	Lactobacillus amylovorus GRL 1112 (taxid 695560)
k141_105794	Pseudomonas mendocina (taxid 300)
k141_199726	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_48503	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_10361	Pseudomonas plecoglossicida (taxid 70775)
k141_124061	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_199728	Serratia marcescens (taxid 615)
k141_86568	Enterobacteriaceae (taxid 543)
k141_105798	Pseudomonas sp. phDV1 (taxid 253237)
k141_67754	Pseudomonas sp. Ost2 (taxid 2678260)
k141_237691	Pseudoxanthomonas spadix BD-a59 (taxid 1045855)
k141_10363	Limosilactobacillus frumenti (taxid 104955)
k141_48506	unclassified Hydrogenophaga (taxid 2610897)
k141_199729	Pseudomonas fragi (taxid 296)
k141_86570	Lactobacillus delbrueckii (taxid 1584)
k141_256819	Pseudomonas protegens (taxid 380021)
k141_162595	Dietzia psychralcaliphila (taxid 139021)
k141_30215	Moritella sp. 24 (taxid 2746230)
k141_199731	Pseudomonas protegens Cab57 (taxid 1420599)
k141_67756	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_10366	Lactobacillus crispatus (taxid 47770)
k141_237692	Pseudomonas fragi (taxid 296)
k141_48510	Phreatobacter cathodiphilus (taxid 1868589)
k141_124064	Pseudomonas psychrophila (taxid 122355)
k141_162597	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_143396	Pseudomonas mucidolens (taxid 46679)
k141_86578	Gammaproteobacteria (taxid 1236)
k141_105806	Pseudomonas fluorescens Pf0-1 (taxid 205922)
k141_124066	Phreatobacter cathodiphilus (taxid 1868589)
k141_256827	Pseudomonas protegens (taxid 380021)
k141_67763	Pseudomonas fluorescens (taxid 294)
k141_48515	Pseudomonas fluorescens (taxid 294)
k141_10371	Pseudomonas chlororaphis subsp. aureofaciens (taxid 587851)
k141_124067	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_30226	Pseudomonas fragi (taxid 296)
k141_162599	Pseudomonas sp. LPH1 (taxid 1898684)
k141_48516	Achromobacter xylosoxidans (taxid 85698)
k141_199742	Lactobacillus amylovorus GRL 1112 (taxid 695560)
k141_105813	Stenotrophomonas maltophilia (taxid 40324)
k141_180488	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_237702	Acinetobacter piscicola (taxid 2006115)
k141_86587	Pseudomonas sp. LH1G9 (taxid 2083055)
k141_162600	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_10373	Achromobacter xylosoxidans NH44784-1996 (taxid 1167634)
k141_67769	Sphingopyxis sp. PAMC25046 (taxid 2565556)
k141_143405	Pseudomonas extremaustralis (taxid 359110)
k141_105815	Citromicrobium sp. JL477 (taxid 1634516)
k141_86588	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_237707	Cupriavidus taiwanensis (taxid 164546)
k141_10375	Achromobacter xylosoxidans (taxid 85698)
k141_30234	Pseudomonas lurida (taxid 244566)
k141_124076	Pseudomonas putida (taxid 303)
k141_180491	Pseudomonas putida (taxid 303)
k141_162601	Achromobacter xylosoxidans A8 (taxid 762376)
k141_237708	Pseudomonas sp. ACM7 (taxid 2052956)
k141_218768	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_256835	Pseudomonas putida B6-2 (taxid 1081940)
k141_48523	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_105816	Pseudomonas stutzeri (taxid 316)
k141_180494	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_218770	Pseudomonas protegens (taxid 380021)
k141_199747	Lactobacillus crispatus ST1 (taxid 748671)
k141_105817	Pseudomonas psychrophila (taxid 122355)
k141_48525	Achromobacter xylosoxidans (taxid 85698)
k141_256838	Fusobacterium sp. NSJ-57 (taxid 2764326)
k141_10382	Vibrio scophthalmi (taxid 45658)
k141_124080	Lactobacillus mucosae LM1 (taxid 1130798)
k141_162608	Achromobacter xylosoxidans (taxid 85698)
k141_218772	Curtobacterium sp. L6-1 (taxid 2841594)
k141_105818	Delftia acidovorans (taxid 80866)
k141_10383	Methylorubrum extorquens PA1 (taxid 419610)
k141_199754	Achromobacter xylosoxidans (taxid 85698)
k141_48528	Vibrio parahaemolyticus (taxid 670)
k141_256842	Acinetobacter sp. NEB 394 (taxid 2743575)
k141_30235	Pseudomonas fragi (taxid 296)
k141_10385	Pluralibacter gergoviae (taxid 61647)
k141_105819	Pseudomonas azotoformans (taxid 47878)
k141_67786	Enterobacteriaceae (taxid 543)
k141_237721	Achromobacter xylosoxidans (taxid 85698)
k141_143422	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_48530	Pseudomonas psychrophila (taxid 122355)
k141_124083	Pluralibacter gergoviae (taxid 61647)
k141_199757	Photobacterium (taxid 657)
k141_237723	Streptomyces liangshanensis (taxid 2717324)
k141_256849	Pseudomonas fragi (taxid 296)
k141_30241	Photobacterium damselae (taxid 38293)
k141_86590	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_30242	Geobacillus thermoleovorans (taxid 33941)
k141_105828	Pseudomonas fragi (taxid 296)
k141_218776	Pseudomonas fragi (taxid 296)
k141_162621	Enterobacteriaceae (taxid 543)
k141_218779	Pseudomonas protegens Cab57 (taxid 1420599)
k141_124092	Pseudomonas mendocina (taxid 300)
k141_256855	Enterobacteriaceae (taxid 543)
k141_30248	Pseudomonas protegens (taxid 380021)
k141_105835	Achromobacter xylosoxidans (taxid 85698)
k141_218780	Serratia marcescens (taxid 615)
k141_162625	Gammaproteobacteria (taxid 1236)
k141_143436	Pseudomonas fragi (taxid 296)
k141_10395	Pseudomonas cichorii (taxid 36746)
k141_180510	Pseudomonas fluorescens WH6 (taxid 746360)
k141_199765	Pseudomonas lundensis (taxid 86185)
k141_67803	Achromobacter xylosoxidans (taxid 85698)
k141_180512	Pseudomonas fragi (taxid 296)
k141_237724	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_256858	unclassified Pseudomonas (taxid 196821)
k141_218784	Pseudomonas protegens Cab57 (taxid 1420599)
k141_199770	unclassified Pseudomonas (taxid 196821)
k141_237726	Lactobacillus crispatus (taxid 47770)
k141_143443	Hydrogenophaga sp. BA0156 (taxid 2716225)
k141_48548	Limosilactobacillus mucosae (taxid 97478)
k141_199771	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_30262	Paraburkholderia fungorum (taxid 134537)
k141_237727	Pseudomonas sp. NIBRBAC000502773 (taxid 2590776)
k141_105848	Photobacterium damselae (taxid 38293)
k141_30264	Achromobacter deleyi (taxid 1353891)
k141_180519	Serratia (taxid 613)
k141_162627	Pseudomonas sp. SNU WT1 (taxid 2518644)
k141_67816	Paraburkholderia caffeinilytica (taxid 1761016)
k141_218794	Acinetobacter johnsonii (taxid 40214)
k141_256868	Pseudomonas savastanoi pv. savastanoi NCPPB 3335 (taxid 693985)
k141_199775	Vibrio alfacsensis (taxid 1074311)
k141_10410	Pseudomonas lundensis (taxid 86185)
k141_180523	Paraburkholderia fungorum (taxid 134537)
k141_237734	Moritella sp. 24 (taxid 2746230)
k141_30267	Achromobacter xylosoxidans A8 (taxid 762376)
k141_124115	Achromobacter xylosoxidans (taxid 85698)
k141_67824	Pseudomonas putida (taxid 303)
k141_48550	Dietzia psychralcaliphila (taxid 139021)
k141_199780	Advenella kashmirensis WT001 (taxid 1036672)
k141_105859	Pseudomonas fragi (taxid 296)
k141_86601	Rhodoferax sp. BAB1 (taxid 2741720)
k141_30272	Limosilactobacillus mucosae (taxid 97478)
k141_218808	Paraburkholderia fungorum (taxid 134537)
k141_105864	Delftia lacustris (taxid 558537)
k141_124117	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_162643	Photobacterium gaetbulicola Gung47 (taxid 658445)
k141_256877	Pseudomonas mendocina (taxid 300)
k141_143466	Pseudomonas protegens (taxid 380021)
k141_105867	Pseudomonas chlororaphis subsp. aureofaciens 30-84 (taxid 1038921)
k141_67837	Acinetobacter piscicola (taxid 2006115)
k141_48552	Pluralibacter gergoviae (taxid 61647)
